freq,unit,penscheme,na_item,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MIO_EUR,S12P,D8,HR	: 	: 	: 	1168 	: 	: 	913 	: 	: 	1236 	: 	: 
A,MIO_EUR,S12P,D8,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D8,IE	: 	: 	: 	1730 	: 	: 	3055 	: 	: 	3314 	: 	: 
A,MIO_EUR,S12P,D8,IS	: 	: 	: 	513 	: 	: 	2050 	: 	: 	5848 	: 	: 
A,MIO_EUR,S12P,D8,IT	: 	: 	: 	4611 	: 	: 	5085 	: 	: 	3334 	: 	: 
A,MIO_EUR,S12P,D8,LT	: 	155 	231 	256 	312 	310 	336 	346 	375 	467 	572 	: 
A,MIO_EUR,S12P,D8,LU	: 	: 	: 	: 	: 	: 	54 	: 	: 	79 	: 	: 
A,MIO_EUR,S12P,D8,LV	: 	: 	: 	330 e	418 e	478 e	554 e	621 	584 	597 	: 	: 
A,MIO_EUR,S12P,D8,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D8,NL	18324 	21240 	20476 	18168 	16868 	14300 	14373 	: 	: 	15741 	: 	: 
A,MIO_EUR,S12P,D8,NO	: 	: 	: 	5154 	4877 	4902 	4757 	5271 	4712 	6521 	: 	: 
A,MIO_EUR,S12P,D8,PL	: 	: 	: 	2008 	: 	: 	1735 	: 	: 	1558 	: 	: 
A,MIO_EUR,S12P,D8,PT	: 	: 	: 	130 	: 	: 	3 	: 	: 	-66 	: 	: 
A,MIO_EUR,S12P,D8,RO	: 	: 	: 	1251 	: 	: 	1686 	: 	: 	2845 	: 	: 
A,MIO_EUR,S12P,D8,SE	15899 	16478 	19176 	17002 	18277 	16387 	19414 	21607 	18993 	21614 	: 	: 
A,MIO_EUR,S12P,D8,SI	: 	: 	: 	28 	: 	: 	104 	: 	: 	112 	: 	: 
A,MIO_EUR,S12P,D8,SK	: 	: 	: 	472 	: 	: 	657 	: 	: 	903 	: 	: 
A,MIO_EUR,S12P,D8,UK	: 	: 	: 	179252 	: 	: 	29417 e	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,BE	: 	: 	: 	0 d	: 	: 	0 d	: 	: 	0 d	: 	: 
A,MIO_EUR,S12P,D81,BG	: 	: 	: 	-21 	-64 	-19 	-50 	-46 	-69 	-149 	: 	: 
A,MIO_EUR,S12P,D81,CH	-6321 	-13716 	9426 	6065 	-15940 	-6069 	-8549 	-2048 	-7522 	-7565 	: 	: 
A,MIO_EUR,S12P,D81,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,EL	: 	: 	: 	-2 	: 	: 	-8 	: 	: 	-2 	: 	: 
A,MIO_EUR,S12P,D81,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	-4 	: 	: 
A,MIO_EUR,S12P,D81,FI	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,MIO_EUR,S12P,D81,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,HR	: 	: 	: 	-203 	: 	: 	-69 	: 	: 	-116 	: 	: 
A,MIO_EUR,S12P,D81,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,IE	: 	: 	: 	-96 	: 	: 	-62 	: 	: 	-609 	: 	: 
A,MIO_EUR,S12P,D81,IS	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,IT	: 	: 	: 	-134 	: 	: 	72 	: 	: 	24 	: 	: 
A,MIO_EUR,S12P,D81,LT	: 	0 	0 	0 	0 	0 	0 	-108 	-4 	-11 	-13 	: 
A,MIO_EUR,S12P,D81,LU	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,LV	: 	: 	: 	-25 	-28 	-32 	-34 	-38 	-53 	-65 	: 	: 
A,MIO_EUR,S12P,D81,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D81,NL	-654 	-730 	-1477 	-339 	-8 	-2 	-536 	: 	: 	-209 	: 	: 
A,MIO_EUR,S12P,D81,NO	: 	: 	: 	126 	3 	23 	-151 	15 	-139 	95 	: 	: 
A,MIO_EUR,S12P,D81,PL	: 	: 	: 	-969 	: 	: 	-1879 	: 	: 	-1605 	: 	: 
A,MIO_EUR,S12P,D81,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,RO	: 	: 	: 	2 	: 	: 	5 	: 	: 	7 	: 	: 
A,MIO_EUR,S12P,D81,SE	-327 	-5 	-72 	-100 	-357 	-456 	-526 	-515 	-265 	-973 	: 	: 
A,MIO_EUR,S12P,D81,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,SK	: 	: 	: 	-580 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D81,UK	: 	: 	: 	-16916 	: 	: 	-4800 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,BE	: 	: 	: 	0 d	: 	: 	0 d	: 	: 	0 d	: 	: 
A,MIO_EUR,S12P,D82,BG	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,D82,CH	12 	353 	3 	241 	0 	35 	33 	1 	0 	0 	: 	: 
A,MIO_EUR,S12P,D82,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,EL	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,FI	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,MIO_EUR,S12P,D82,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,HR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,IE	: 	: 	: 	-148 	: 	: 	-23 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,IS	: 	: 	: 	20 	: 	: 	34 	: 	: 	32 	: 	: 
A,MIO_EUR,S12P,D82,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,S12P,D82,LU	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,LV	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,D82,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,NL	10060 	0 	0 	0 	-1946 	83 	-1990 	: 	: 	2560 	: 	: 
A,MIO_EUR,S12P,D82,NO	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,D82,PL	: 	: 	: 	0 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,D82,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,RO	: 	: 	: 	-4 	: 	: 	-8 	: 	: 	-14 	: 	: 
A,MIO_EUR,S12P,D82,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,D82,SI	: 	: 	: 	49 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,D82,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,F63_LE,AT	: 	: 	: 	39628 	: 	: 	44758 	: 	: 	50571 	: 	: 
A,MIO_EUR,S12P,F63_LE,BE	: 	: 	: 	85921 d	: 	: 	105255 d	: 	: 	136069 d	: 	: 
A,MIO_EUR,S12P,F63_LE,BG	: 	: 	: 	4772 	5497 	6472 	6830 	7987 	8840 	9996 	: 	: 
A,MIO_EUR,S12P,F63_LE,CH	536584 	546159 	597329 	706528 	736116 	703591 	751006 	817431 	846783 	918740 	: 	: 
A,MIO_EUR,S12P,F63_LE,CY	: 	: 	: 	3251 	: 	: 	3344 	: 	: 	3379 	: 	: 
A,MIO_EUR,S12P,F63_LE,CZ	: 	10268 	: 	12993 	14125 	16205 	17392 	19134 	20049 	22700 	24192 	23693 
A,MIO_EUR,S12P,F63_LE,DE	575530 	: 	: 	668610 	: 	: 	744090 	: 	: 	838270 	: 	: 
A,MIO_EUR,S12P,F63_LE,DK	: 	: 	: 	169738 	: @C	: 	187704 	: 	: 	233407 	: 	: 
A,MIO_EUR,S12P,F63_LE,EE	: 	: 	: 	2580 	: 	: 	3901 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LE,EL	: 	: 	: 	3193 	: 	: 	3451 	: 	: 	4490 	: 	: 
A,MIO_EUR,S12P,F63_LE,ES	: 	: 	: 	62886 	: 	: 	60109 	: 	: 	64692 	: 	: 
A,MIO_EUR,S12P,F63_LE,FI	: 	: 	: 	9371 	9321 	9276 	9194 	9046 	8864 	8863 	: 	: 
A,MIO_EUR,S12P,F63_LE,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LE,HR	: 	: 	: 	9694 	: 	: 	13255 	: 	: 	17897 	: 	: 
A,MIO_EUR,S12P,F63_LE,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LE,IE	: 	: 	: 	90800 	: 	: 	98998 	: 	: 	120911 	: 	: 
A,MIO_EUR,S12P,F63_LE,IS	: 	: 	: 	15358 	: 	: 	24768 	: 	: 	35267 	: 	: 
A,MIO_EUR,S12P,F63_LE,IT	: 	: 	: 	113756 	: 	: 	130376 	: 	: 	162830 	: 	: 
A,MIO_EUR,S12P,F63_LE,LT	: 	1572 	1867 	2118 	2487 	2911 	3118 	3888 	4496 	5910 	5621 	: 
A,MIO_EUR,S12P,F63_LE,LU	: 	: 	: 	: 	: 	: 	4234 	: 	: 	4986 	: 	: 
A,MIO_EUR,S12P,F63_LE,LV	: 	: 	: 	2470 	2917 	3461 	3789 	4749 	5377 	6348 	: 	: 
A,MIO_EUR,S12P,F63_LE,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LE,NL	753313 	736455 	900142 	954216 	1055785 	1040954 	1058579 	: 	: 	1310829 	: 	: 
A,MIO_EUR,S12P,F63_LE,NO	: 	: 	: 	69398 	79404 	80136 	81925 	91216 	92886 	107419 	: 	: 
A,MIO_EUR,S12P,F63_LE,PL	: 	: 	: 	35441 	: 	: 	39554 	: 	: 	45012 	: 	: 
A,MIO_EUR,S12P,F63_LE,PT	: 	: 	: 	22192 	: 	: 	22233 	: 	: 	23597 	: 	: 
A,MIO_EUR,S12P,F63_LE,RO	: 	: 	: 	5454 	: 	: 	10202 	: 	: 	17997 	: 	: 
A,MIO_EUR,S12P,F63_LE,SE	248565 	273818 	299117 	328646 	336893 	357212 	349776 	413656 	461500 	529623 	: 	: 
A,MIO_EUR,S12P,F63_LE,SI	: 	: 	: 	1666 	: 	: 	2024 	: 	: 	2692 	: 	: 
A,MIO_EUR,S12P,F63_LE,SK	: 	: 	: 	6660 	: 	: 	8607 	: 	: 	10979 	: 	: 
A,MIO_EUR,S12P,F63_LE,UK	: 	: 	: 	3193834 	: 	: 	2853533 e	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LS,AT	: 	: 	: 	38421 	: 	: 	43377 	: 	: 	48954 	: 	: 
A,MIO_EUR,S12P,F63_LS,BE	: 	: 	: 	81374 d	: 	: 	105325 d	: 	: 	131848 d	: 	: 
A,MIO_EUR,S12P,F63_LS,BG	: 	: 	: 	4172 	4772 	5497 	6472 	6830 	7987 	8840 	: 	: 
A,MIO_EUR,S12P,F63_LS,CH	511099 	536584 	546159 	597329 	706528 	736116 	703591 	751006 	817431 	846783 	: 	: 
A,MIO_EUR,S12P,F63_LS,CY	: 	: 	: 	3222 	: 	: 	3224 	: 	: 	3132 	: 	: 
A,MIO_EUR,S12P,F63_LS,CZ	: 	9810 	: 	11467 	12993 	14125 	16205 	17392 	19134 	20049 	22700 	24192 
A,MIO_EUR,S12P,F63_LS,DE	545190 	: 	: 	639290 	: 	: 	719525 	: 	: 	813280 	: 	: 
A,MIO_EUR,S12P,F63_LS,DK	: 	: 	: 	162650 	: @C	: 	183117 	: 	: 	224825 	: 	: 
A,MIO_EUR,S12P,F63_LS,EE	: 	: 	: 	2170 	: 	: 	3604 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LS,EL	: 	: 	: 	3107 	: 	: 	3417 	: 	: 	4403 	: 	: 
A,MIO_EUR,S12P,F63_LS,ES	: 	: 	: 	62868 	: 	: 	63213 	: 	: 	62684 	: 	: 
A,MIO_EUR,S12P,F63_LS,FI	: 	: 	: 	9397 	9371 	9321 	9276 	9194 	9046 	8864 	: 	: 
A,MIO_EUR,S12P,F63_LS,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LS,HR	: 	: 	: 	8657 	: 	: 	12367 	: 	: 	15885 	: 	: 
A,MIO_EUR,S12P,F63_LS,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LS,IE	: 	: 	: 	87762 	: 	: 	97890 	: 	: 	114786 	: 	: 
A,MIO_EUR,S12P,F63_LS,IS	: 	: 	: 	12527 	: 	: 	24250 	: 	: 	27691 	: 	: 
A,MIO_EUR,S12P,F63_LS,IT	: 	: 	: 	108094 	: 	: 	128209 	: 	: 	152532 	: 	: 
A,MIO_EUR,S12P,F63_LS,LT	: 	1391 	1572 	1867 	2118 	2487 	2911 	3118 	3888 	4496 	5910 	: 
A,MIO_EUR,S12P,F63_LS,LU	: 	: 	: 	: 	: 	: 	3973 	: 	: 	4766 	: 	: 
A,MIO_EUR,S12P,F63_LS,LV	: 	: 	: 	2133 	2470 	2917 	3461 	3789 	4749 	5377 	: 	: 
A,MIO_EUR,S12P,F63_LS,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,F63_LS,NL	685951 	753313 	736455 	900141 	954216 	1048869 b	1040954 	: 	: 	1371076 	: 	: 
A,MIO_EUR,S12P,F63_LS,NO	: 	: 	: 	67567 	69398 	79404 	80136 	81925 	91216 	92886 	: 	: 
A,MIO_EUR,S12P,F63_LS,PL	: 	: 	: 	37282 	: 	: 	46007 	: 	: 	36323 	: 	: 
A,MIO_EUR,S12P,F63_LS,PT	: 	: 	: 	22043 	: 	: 	22409 	: 	: 	24115 	: 	: 
A,MIO_EUR,S12P,F63_LS,RO	: 	: 	: 	4265 	: 	: 	8532 	: 	: 	15427 	: 	: 
A,MIO_EUR,S12P,F63_LS,SE	217263 	248565 	273818 	299117 	328646 	336893 	357212 	349776 	413656 	461500 	: 	: 
A,MIO_EUR,S12P,F63_LS,SI	: 	: 	: 	1544 	: 	: 	1921 	: 	: 	2441 	: 	: 
A,MIO_EUR,S12P,F63_LS,SK	: 	: 	: 	6769 	: 	: 	7949 	: 	: 	10076 	: 	: 
A,MIO_EUR,S12P,F63_LS,UK	: 	: 	: 	3058472 	: 	: 	3040650 e	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,BE	: 	: 	: 	0 d	: 	: 	0 d	: 	: 	0 d	: 	: 
A,MIO_EUR,S12P,K5,BG	: 	: 	: 	0 	1 	-2 	-20 	-24 	-26 	-33 	: 	: 
A,MIO_EUR,S12P,K5,CH	3934 	2353 	510 	1458 	3193 	3272 	983 	701 	1031 	4166 	: 	: 
A,MIO_EUR,S12P,K5,CY	: 	: 	: 	-3 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,CZ	: 	: 	: 	-4 	-49 	-12 	-82 	-410 	-191 	-346 	113 	-703 
A,MIO_EUR,S12P,K5,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,EE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,EL	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,ES	: 	: 	: 	: @C	: 	: 	: @C	: 	: 	: @C	: 	: 
A,MIO_EUR,S12P,K5,FI	: 	: 	: 	143 	191 	182 	72 	22 	66 	250 	: 	: 
A,MIO_EUR,S12P,K5,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,HR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,IS	: 	: 	: 	1093 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,IT	: 	: 	: 	-1 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,S12P,K5,LU	: 	: 	: 	: 	: 	: 	-4 	: 	: 	48 	: 	: 
A,MIO_EUR,S12P,K5,LV	: 	: 	: 	0 	0 	0 	-7 e	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,K5,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,NL	7809 	-2061 	-1084 	2223 	4052 	590 	-16871 	: 	: 	6723 	: 	: 
A,MIO_EUR,S12P,K5,NO	: 	: 	: 	883 	355 	343 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,K5,PL	: 	: 	: 	0 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K5,PT	: 	: 	: 	19 	: 	: 	-179 	: 	: 	206 	: 	: 
A,MIO_EUR,S12P,K5,RO	: 	: 	: 	: 	: 	: 	0 n	: 	: 	0 n	: 	: 
A,MIO_EUR,S12P,K5,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,K5,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K5,UK	: 	: 	: 	-1378 	: 	: 	-1316 e	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K7,AT	: 	: 	: 	833 	: 	: 	838 	: 	: 	1314 	: 	: 
A,MIO_EUR,S12P,K7,BE	: 	: 	: 	1383 d	: 	: 	-3315 d	: 	: 	1680 d	: 	: 
A,MIO_EUR,S12P,K7,BG	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_EUR,S12P,K7,CH	6548 	10658 	7622 	11630 	13350 	9346 	7195 	12648 	9071 	11305 e	: 	: 
A,MIO_EUR,S12P,K7,CY	: 	: 	: 	12 	: 	: 	-5 	: 	: 	98 	: 	: 
A,MIO_EUR,S12P,K7,CZ	: 	: 	: 	-103 	-31 	-27 	-22 	428 	190 	236 	-426 	751 
A,MIO_EUR,S12P,K7,DE	-35250 e	: 	: 	-31718 e	: 	: 	-41609 e	: 	: 	-42580 e	: 	: 
A,MIO_EUR,S12P,K7,DK	: 	: 	: 	5615 	: @C	: 	3407 	: 	: 	6781 	: 	: 
A,MIO_EUR,S12P,K7,EE	: 	: 	: 	48 	: 	: 	-101 	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K7,EL	: 	: 	: 	96 	: 	: 	23 	: 	: 	63 	: 	: 
A,MIO_EUR,S12P,K7,ES	: 	: 	: 	: @C	: 	: 	: @C	: 	: 	: @C	: 	: 
A,MIO_EUR,S12P,K7,FI	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,MIO_EUR,S12P,K7,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K7,HR	: 	: 	: 	52 	: 	: 	-3 	: 	: 	812 	: 	: 
A,MIO_EUR,S12P,K7,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K7,IE	: 	: 	: 	1552 	: 	: 	-1862 	: 	: 	3419 	: 	: 
A,MIO_EUR,S12P,K7,IS	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K7,IT	: 	: 	: 	1186 	: 	: 	-2990 	: 	: 	6941 	: 	: 
A,MIO_EUR,S12P,K7,LT	: 	26 	64 	-5 	57 	114 	-129 	532 	237 	958 	-849 	: 
A,MIO_EUR,S12P,K7,LU	: 	: 	: 	: 	: 	: 	211 	: 	: 	92 	: 	: 
A,MIO_EUR,S12P,K7,LV	: 	: 	: 	32 e	57 e	99 e	-184 e	377 	96 	439 	: 	: 
A,MIO_EUR,S12P,K7,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12P,K7,NL	31823 	-35307 	145772 	34023 	82603 	-22886 	22649 	: 	: 	-85062 	: 	: 
A,MIO_EUR,S12P,K7,NO	: 	: 	: 	37 	692 	1924 	-1851 	3313 	2217 	3268 	: 	: 
A,MIO_EUR,S12P,K7,PL	: 	: 	: 	-2997 	: 	: 	-5027 	: 	: 	9092 	: 	: 
A,MIO_EUR,S12P,K7,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	-658 	: 	: 
A,MIO_EUR,S12P,K7,RO	: 	: 	: 	: 	: 	: 	0 n	: 	: 	0 n	: 	: 
A,MIO_EUR,S12P,K7,SE	7053 	17349 	23081 	5601 	2999 	15013 	-12009 	48271 	10786 	58004 	: 	: 
A,MIO_EUR,S12P,K7,SI	: 	: 	: 	45 	: 	: 	-2 	: 	: 	139 	: 	: 
A,MIO_EUR,S12P,K7,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12P,K7,UK	: 	: 	: 	-213488 	: 	: 	-187405 e	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12PB,D6111,BE	: 	: 	: 	4641 d	: 	: 	5498 d	: 	: 	5686 d	: 	: 
A,MIO_EUR,S12PB,D6111,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,CH	18095 	17797 	18877 	22332 	21983 	22138 	21751 	23450 	26324 	27507 	: 	: 
A,MIO_EUR,S12PB,D6111,CY	: 	: 	: 	73 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_EUR,S12PB,D6111,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,DE	33500 	: 	: 	32960 	: 	: 	33016 	: 	: 	32087 	: 	: 
A,MIO_EUR,S12PB,D6111,DK	: 	: 	: 	16 	: @C	: 	8 	: 	: 	5 	: 	: 
A,MIO_EUR,S12PB,D6111,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,EL	: 	: 	: 	27 	: 	: 	24 	: 	: 	27 	: 	: 
A,MIO_EUR,S12PB,D6111,ES	: 	: 	: 	1830 	: 	: 	1709 	: 	: 	2293 	: 	: 
A,MIO_EUR,S12PB,D6111,FI	: 	: 	: 	200 e	180 e	155 e	160 e	210 e	170 e	123 e	: 	: 
A,MIO_EUR,S12PB,D6111,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,IE	: 	: 	: 	1664 	: 	: 	1435 	: 	: 	1380 	: 	: 
A,MIO_EUR,S12PB,D6111,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,IT	: 	: 	: 	123 	: 	: 	958 	: 	: 	67 	: 	: 
A,MIO_EUR,S12PB,D6111,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S12PB,D6111,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 	: 	: 
A,MIO_EUR,S12PB,D6111,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_EUR,S12PB,D6111,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,NL	17541 	19439 	19724 	15229 	15109 	14160 	13816 	: 	: 	18207 	: 	: 
A,MIO_EUR,S12PB,D6111,NO	: 	: 	: 	3154 	2460 	2200 	2146 	2179 	1806 	2268 	: 	: 
A,MIO_EUR,S12PB,D6111,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_EUR,S12PB,D6111,PT	: 	: 	: 	231 	: 	: 	445 	: 	: 	424 	: 	: 
A,MIO_EUR,S12PB,D6111,RO	: 	: 	: 	0 n	: 	: 	0 n	: 	: 	0 n	: 	: 
A,MIO_EUR,S12PB,D6111,SE	4149 	3936 	4087 	3934 	3648 	3730 	4464 	4417 	4628 	4689 	: 	: 
A,MIO_EUR,S12PB,D6111,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
